InspectionUID,FacilityHashID,InspectionDate,InpsectionHashID,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5757483,B86689FC-D0F4-0E01-B70DCC9DFBF7B0FB,3/27/19 0:00,63EF18A5-5056-A20B-FA764AD0164EEA3F,CHURRASCO'S,947 GESSNER STE B290,77024,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5757562,AF10740B-9C83-FEC3-AFDAF37005B456EE,3/27/19 0:00,6C7C0D6C-5056-A20B-FAB86DA2B72EF830,DICKEY'S BARBEQUE PIT,1911 TAYLOR ST STE,77007-3950,Restaurant - Single Service,BARBECUE,6,HIGH
5757913,A3494AA7-0077-1910-C1068DA9EF267ABF,3/31/19 0:00,2DEF3D15-5056-A20B-FA1D51F46CB948AF,TACOS EL GUERO COMMISSARY,841 CRENSHAW,77504,Commissary - Mobile Food Unit,,6,HIGH
5757978,7BEB13D3-F06E-9A0B-6AA2E9A9E96AC1C1,3/31/19 0:00,3A85C23A-5056-A20B-FA5A477DEC9FE6C6,EL REGIO TAQUERIA #2 - Diana's,5502  W AIRPORT,77035,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5758038,9FB89CCE-9096-4CE3-73A951BEEDBAFF84,3/31/19 0:00,454C368B-5056-A20B-FAAE8C5F7262A629,BOHEMEO'S MUSIC ART COFFEE,708 TELEPHONE RD STE E,77023,Restaurant - Single Service,DESSERTS,3,MEDIUM
5758304,7F2450CA-5056-A20B-FA0DAAAF747A7A6C,3/28/19 0:00,94F6CB4A-5056-A20B-FAB6874822C20EAF,KPOP RESTAURANT AND BAR,7620 KATY FWY STE 300,77024,Restaurant - Full Service,CHINESE,0,HIGH
5749842,C47912CF-3048-9838-FC76CEE2B05884C7,2/14/19 0:00,2CE668BA-5056-A20B-FA1F227B8A745CA0,BELTWAY FOOD STORE,5504 S SAM HOUSTON PKWY W,77053,Restaurant - Single Service,SEAFOOD,5,MEDIUM
5749853,C10F636D-DDFC-1D64-8E5E727F5812A7CA,2/14/19 0:00,2DF6027E-5056-A20B-FAFF00BC7C6EBF5D,FIVE SPICE ASIAN CUISINE,1275 ELDRIDGE PKWY,77077,Restaurant - Full Service,CHINESE,7,HIGH
5749864,50E935B1-920D-273D-5CECF9C8F0E48563,2/14/19 0:00,2FC8AF41-5056-A20B-FA148BA9A4E2DFD9,PANDA EXPRESS,7420 S SAM HOUSTON PKWY W,77085,Restaurant - Single Service,CHINESE,7,MEDIUM
5699878,673514FD-B7FB-AB01-540CCFD35E0ADAA0,1/3/19 0:00,BE57358D-5056-A20B-FAE01D10AD217BC5,THE EL CANTINA SUPERIOR,602 STUDEWOOD,77007,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5699985,D6049B62-945E-6496-C8E672A120F444DF,1/6/19 0:00,4BB13F79-5056-A20B-FAAD68F1140FC215,FOUR POINTS BY SHERATON,10655 KATY  FWY,77024,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5699995,715D14B0-DE78-F78D-E7F2A7EBF6B38691,1/6/19 0:00,4EC04384-5056-A20B-FAF80B7938906975,TAQUERIA RODRIGUEZ - EL GUERO,10002 GALVESTON RD,77034,"Mobile - Conventional, Unrestricted, Motorized",,6,MEDIUM
5700064,8838DECE-C41B-010A-93A9AEFEAB5FA059,1/6/19 0:00,57060211-5056-A20B-FA7FB5A71C6F7416,TACOS CHALES - South West,10606 S WILCREST AVE,77098,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5700128,562B2D21-AC90-CE30-1FC27DE94C21B677,1/7/19 0:00,7CFCA3DD-5056-A20B-FA327CE3376226F7,HANDI  STOP #103,1201 W SAM HOUSTON NORTH PKWY,77043,Restaurant - Single Service,DELI,3,MEDIUM
5750052,E417B92B-3048-98E1-5C0BE482ED87CF61,2/17/19 0:00,CCAD0ADC-5056-A20B-FA3956B674BBAAC9,JUNGLE CAFE,9889 BELLAIRE BLVD STE 218,77036,Restaurant - Single Service,,5,HIGH
5750229,DE7266E5-C5D9-BFD3-6502BEDF3CD664F6,2/18/19 0:00,FBC88821-5056-A20B-FA677D413928944E,SUPER SUBS,9912 WESTVIEW DR,77055,"Mobile - Conventional, Unrestricted, Motorized",,4,MEDIUM
5750251,8DBF13AF-913C-0D7E-71E3A6926C480896,2/18/19 0:00,FDB7EBC7-5056-A20B-FA928937BE17C3E3,CUPS AND CONES,12355 S MAIN,77035,Restaurant - Single Service,DESSERTS,3,MEDIUM
5750268,EFBB1570-0B6B-A26E-24E545E66B86450F,2/18/19 0:00,FE95D376-5056-A20B-FA6871278114394D,POTBELLY SANDWICH WORKS,8383 WESTHEIMER,77063,Restaurant - Single Service,SANDWICHES,9,MEDIUM
5750274,6626B70C-C2DD-7EB2-477A1BAF6C468F3F,2/18/19 0:00,FEE66393-5056-A20B-FA2D2A4FBD57FE04,TARGET #2494,8503 S SAM HOUSTON  PKWY E,77075,Restaurant - Single Service,LOCAL / CONTINENTAL,4,MEDIUM
5750285,D6B998D2-3048-94EE-985354D144B83F70,2/18/19 0:00,FFBA2356-5056-A20B-FA8BB575BCFD0E78,KFC/TACO BELL,4317 LOCKWOOD DR,77026,Restaurant - Single Service,CHICKEN,7,HIGH
5700133,946,1/6/19 0:00,7D8AAB07-5056-A20B-FA598910067D0E0B,MERINO-LA PLAYA BAR,7147 HARRISBURG,77011,Restaurant - Full Service,,1,MEDIUM
5700162,C5D46EA6-3048-983B-26758943912D9AB6,1/7/19 0:00,801E1A12-5056-A20B-FA524EF3E6DDCE5D,IMPROV MARQ-E CENTER,7620 KATY FWY STE 455,77024,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5700166,DD565D4E-F7CC-AF4E-F0C805041AAEEF3E,1/7/19 0:00,804E6FB5-5056-A20B-FAA5791CFF22DC12,BURGER KING # 4720,535 EL DORADO BLVD,77598,Restaurant - Single Service,"BURGERS, ETC.",5,MEDIUM
5700181,AED3860E-5056-A20B-FA1C2733A41047CB,1/7/19 0:00,8272DFF8-5056-A20B-FACF27DB349C9860,SABORES CATRACHOS -  SOUTHWEST,6301 ASHCROFT DR,77081,"Mobile - Conventional, Unrestricted , Non-motorized",,5,HIGH
5700182,5160EEA6-B04A-A0F6-DFF3D7AD6B439E4D,1/7/19 0:00,827B7E35-5056-A20B-FAD02ED07CC5A602,COCO'S CREPES & COFFEE,650 W BOUGH LN STE 112,77024,Restaurant - Single Service,FRENCH,6,HIGH
5700217,BCB690F5-ADA3-13DF-D969CB068EAEDCF7,1/7/19 0:00,8542BDAE-5056-A20B-FA8616C056272B1E,PAN EXPRESS ASIAN FOOD,1106 SILBER RD STE D-1,77055,Restaurant - Single Service,CHINESE,6,HIGH
5700329,CDCC3B90-040D-AA23-9158705671D35E2A,1/7/19 0:00,8CFA1AB9-5056-A20B-FA83640C24D4BC3D,DIABLO LOCO,7925 FM 1960 W STE 1154,77064,Restaurant - Full Service,"BEVERAGES, ETC.",4,MEDIUM
5700372,F027D1D2-90D5-1249-6A4A8D80315FD267,1/7/19 0:00,8FC066B4-5056-A20B-FA6880247C8E9393,LONCHA'S FAMILY RESTAURANT,3809 MARKET ST,77020-4027,Restaurant - Full Service,MEXICAN / HISPANIC,5,HIGH
5700421,50923,1/8/19 0:00,B23ADA80-5056-A20B-FAD5B610C1C48346,DIANA FOOD MARKET,1203 BAY AREA BLVD,77058,Restaurant - Single Service,,0,MEDIUM
5750296,69863,2/18/19 0:00,0032DC8D-5056-A20B-FACDCFBC6C5FE2D1,TACOS DEL JULIO,8203 LONG POINT,77055,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750450,97FFA6D5-F5D4-F5D9-DFCDF44E57A88737,2/19/19 0:00,31A37A3C-5056-A20B-FAECC56079C2726E,WANFU CAFE,1441 WIRT,77055,Restaurant - Full Service,,0,HIGH
5750490,61314,2/19/19 0:00,339B8CA2-5056-A20B-FAF8D370DEAA0F3B,DADDY O'S PIZZA #1,5009 ANTOINE STE B,77092,Restaurant - Single Service,PIZZA,5,MEDIUM
5750531,71C9E72A-A9A0-5B0D-75C6D4A74546EA2B,2/20/19 0:00,57291D56-5056-A20B-FAEFA623D3CC4B55,LUPITA'S ROASTED CORN- South West,9610 BEECHNUT,77036,"Mobile - Conventional, Unrestricted , Non-motorized",,3,MEDIUM
5750551,6382,2/19/19 0:00,59BB705D-5056-A20B-FAECDABAC7D4E7EF,CHURCH'S CHICKEN,2323 WIRT  RD,77055,Restaurant - Single Service,CHICKEN,5,MEDIUM
5750578,8C86DD96-3048-94EE-983FC23A6949BA71,2/19/19 0:00,5C77F95B-5056-A20B-FA999EA029890FAC,JACK IN THE BOX # 4803,6810  BINGLE RD,77092,Restaurant - Single Service,"BURGERS, ETC.",5,MEDIUM
5701979,8EF3D756-B411-347B-157206E9B823E49D,1/17/19 0:00,804D81E9-5056-A20B-FAAABE007160B5E2,RIO VERDENCE MEXICAN RESTAURANT,1201 QUITMAN ST,77009-7801,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5701984,73714,1/16/19 0:00,817D9BE6-5056-A20B-FAE5400FAF050DDB,LEE'S BURGER & MORE,9920 STELLA LINK  RD,77025,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5702000,846AABB3-5056-A20B-FA39CD70E0422BF4,1/17/19 0:00,84A15827-5056-A20B-FA048ACB0B685C2C,SALDIVIA'S SOUTH AMERICAN GRILL,10850 WESTHEIMER,77042,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5702019,813DB062-DF20-576C-411ED7F6C13840E6,1/17/19 0:00,88E5C0CB-5056-A20B-FA4254D08D0F5B4E,BAYMONT INN AND SUITES HOUSTON,502 N SAM HOUSTON  PKWY E,77060,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5702034,74276,1/17/19 0:00,8A9D3753-5056-A20B-FA98C784B9DD1887,CAJUN TOWN CAFE #2,351 GREENS RD,77060,Restaurant - Full Service,SEAFOOD,8,HIGH
5702045,5947,1/17/19 0:00,8BF46BD8-5056-A20B-FA99E6EF82B63DF2,GINZA JAPANESE RESTAURANT,5868 SAN FELIPE,77057,Restaurant - Full Service,JAPANESE,9,HIGH
5702108,EC1E0B41-C91E-E461-EC1D31F558D7185D,1/16/19 0:00,4AAA003E-5056-A20B-FADD9D2227A709A3,FUDDRUCKERS,7511 W FM 1960,77070,Restaurant - Full Service,"BURGERS, ETC.",6,HIGH
5702112,E28473C7-5056-A20B-FACB7F9EFC412ACC,1/21/19 0:00,4B6F7A3E-5056-A20B-FA73E6BB3580FB05,TACOS LA BALA 6,5515 GESSNER DR STE B,77041,Restaurant - Full Service,,7,HIGH
5702123,D58128A5-05EB-52F9-98F4BC68857D1678,1/16/19 0:00,4D2CC17B-5056-A20B-FA03C19CC01E3619,TEXAS LONE STAR TACO COMPANY,1001 TEXAS AVE STE 100,77002,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750610,51566,2/20/19 0:00,61DCAC5E-5056-A20B-FA24119347834327,PHAT KY RESTAURANT,11792 S WILCREST,77099,Restaurant - Full Service,CHINESE,9,HIGH
5750645,C8D4665C-02C0-A24F-B5D5ADE81C7956F7,2/20/19 0:00,6531B83B-5056-A20B-FAEE74A1C8CD4C24,MR. B'S SEAFOOD,2724 QUITMAN ST,77026-6346,Restaurant - Single Service,SEAFOOD,0,LOW
5750671,FB5B74DD-3048-98E1-5CA04412D0230E4E,2/19/19 0:00,663C1417-5056-A20B-FA73991D5850EEC2,STARBUCKS #14389,13914 GALVESTON RD STE 100,77598,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5750691,61206,2/20/19 0:00,672C9F12-5056-A20B-FAD4EB8F80DBDE2F,BAYOU CITY WINGS,12804 GULF FWY STE 100,77089,Restaurant - Full Service,CHICKEN,7,HIGH
5750717,65140,2/20/19 0:00,697721B6-5056-A20B-FA0555AF70C7D9DB,KIRIN JAPANESE REST.,7615 W FM 1960,77070,Restaurant - Full Service,JAPANESE,8,HIGH
5750722,ED4D89D5-9BE6-B087-8CFA8A990D3F2437,2/20/19 0:00,6A976538-5056-A20B-FA181E5A2211BE64,TACOS ARCELIA #2 - DELACART,4308 STEFANI LN,77080,"Mobile - Conventional, Unrestricted, Motorized",,7,HIGH
5750723,E8B001AC-D8E6-C554-95A38A96227B1640,2/20/19 0:00,6C99B95D-5056-A20B-FA069C722D1160E8,TACOS LOS GEMELOS - TEXAS COMM II,9875 N HOUSTON ROSSLYN,77088,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5750830,67729,2/22/19 0:00,BD1C3899-5056-A20B-FA65D46EC177088C,DRY CREEK CAFE,544 YALE,77007,Restaurant - Full Service,"BURGERS, ETC.",5,HIGH
5700433,C8680933-03E4-3B46-8E3FE5D18B463450,1/8/19 0:00,B2F1A0B4-5056-A20B-FAA454154AF91885,CICI'S PIZZA,7444 W TIDWELL STE A,77040,Restaurant - Full Service,PIZZA,7,HIGH
5700440,C5E9B218-CD64-010A-10BF66A6A3A2752E,1/8/19 0:00,B38092EE-5056-A20B-FACF1F3B88A2EE6B,ZEYAD BAKERY & SWEETS,8261 RICHMOND AVE STE B - C,77063,Restaurant - Single Service,MIDDLE EASTERN,5,HIGH
5700504,EA96319E-FDA0-715C-48F84E9E021E6708,1/8/19 0:00,B8FA985C-5056-A20B-FAE9C9ED2AB2EFAB,POLLO LOCO,7909 HILLCROFT STE J,77081,Restaurant - Single Service,CHICKEN,7,HIGH
5700526,96FE175F-E825-5CD7-A1B6774DF6ECCFC8,1/6/19 0:00,BB1F0AA7-5056-A20B-FA3C4A0D67E99ED3,SOPHIA'S  TEX MEX ONE ALLEN,500 DALLAS STE T-20A,77002,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5700540,F7D70ECD-3048-9838-FC1152EE6BEB6BBC,1/8/19 0:00,BB9AE39D-5056-A20B-FA051B6CBDE6BD03,BRIO TUSCAN GRILLE,12808 QUEENSBURY LN STE 100,77024,Restaurant - Full Service,ITALIAN,7,HIGH
5700555,BC421ABD-5056-A20B-FA53306144B72F3E,1/8/19 0:00,BC58C9C1-5056-A20B-FA040671EF11053D,SUBWAY,2323 CLEAR LAKE CITY BLVD STE 170,77062,Restaurant - Single Service,SANDWICHES,2,LOW
5702141,6911,1/21/19 0:00,4E25A601-5056-A20B-FAFF8492F68417AB,BURGER KING / SHELL,10680 HAMMERLY STE A,77043,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5702143,D11F0E93-E6F0-A5F5-F13B261185203648,1/17/19 0:00,4E374973-5056-A20B-FACBC4775D7ADB63,MI CASA DE SABOR BAR AND GRILL,8232 LONG POINT,77055,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5702213,FC4A2A0D-90C2-20AF-6B73D16D0E4CD4B7,1/21/19 0:00,56833F41-5056-A20B-FA88AC7977D6928E,CURBSIDE SLIDERS - Tex Star,1311 LEELAND ST,77002,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5702271,7802,1/21/19 0:00,5A13FDE3-5056-A20B-FA4421988D77F85D,LA MADELEINE,770 W SAM HOUSTON PKWY N,77024,Restaurant - Full Service,FRENCH,7,HIGH
5702289,68666,1/21/19 0:00,5C2743D0-5056-A20B-FA67F8BB8E4B78D5,AZUMA SUSHI ROBATA,909 TEXAS STE E,77002,Restaurant - Full Service,JAPANESE,7,HIGH
5702294,DCC87206-B672-B77A-A15138FC5FD0EFE4,1/21/19 0:00,5C6EEE31-5056-A20B-FA352DBE7ED926D6,SINH SINH CHINESE RESTAURANT,9788 BELLAIRE BLVD,77036,Restaurant - Full Service,CHINESE,7,HIGH
5702418,70845BA5-3048-9838-FC864DFD5881F3C6,1/22/19 0:00,8995F0B8-5056-A20B-FAFADA93D18B167B,CROWNE PLAZA HOTEL,8686 KIRBY,77054,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5700571,AC3E75B3-5056-A20B-FA5DDE3F6BDE89D3,1/8/19 0:00,BCAAEBF8-5056-A20B-FAE05C57CD1423A9,RIEU CUA,12319 BELLAIRE STE 300,77072,Restaurant - Full Service,VIETNAMESE,6,HIGH
5700674,75492,1/8/19 0:00,C30DD40C-5056-A20B-FA8E7571B97274A2,POTBELLY SANDWICH WORKS,1200 MCKINNEY STE 380,77010,Restaurant - Single Service,DELI,6,HIGH
5700704,D2752660-C7A5-3B37-D9134634420CB3FF,1/9/19 0:00,E3C967BE-5056-A20B-FAE038665A20C52B,TACOS MAYRA - South West Comisaria,10510 BEECHNUT ST,77072,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5700763,D2375542-C37B-53DB-7D229DF31B96302B,1/9/19 0:00,E8949165-5056-A20B-FA3B1EA184EBE920,HONG KONG DIM SUM,9889 BELLAIRE STE 110,77036,Restaurant - Full Service,CHINESE,7,HIGH
5700764,A473578A-CC51-0667-99DB8E921AFB3C07,1/9/19 0:00,E898D037-5056-A20B-FA47E973D74A01FA,THE WAFFLE BUS - Garcia Brothers,1311 LEELAND,77002,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5701026,50980,1/10/19 0:00,1C0F5691-5056-A20B-FA6302FC250ACA5C,DENNY'S #7687,925 N WILCREST,77079,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5751002,67672,2/24/19 0:00,33009BD8-5056-A20B-FA95FC096CF3A272,DAVE BUSTERS,7620 KATY  FWY STE 100,77024,Restaurant - Full Service,"BURGERS, ETC.",5,HIGH
5751032,D9E50345-3048-9838-FCEDAD7EE03C8A77,2/24/19 0:00,356A40C3-5056-A20B-FA836906EFE234C9,BECK'S PRIME,708 MEYERLAND PLAZA,77096,Restaurant - Full Service,"BURGERS, ETC.",7,HIGH
5751200,F523496C-0C34-723E-A318B347C0AF552A,2/25/19 0:00,63E5227F-5056-A20B-FA1BF66586E252CE,CAFE' ADOBE,1330 W BAY AREA  BLVD,77546,Restaurant - Full Service,MEXICAN / HISPANIC,0,HIGH
5751245,D70CDDE8-9ADF-3FF1-5EEFE057C6820ADF,2/25/19 0:00,6717F0BD-5056-A20B-FA43783ACAC83D81,QUAN BANH CANH QUE EM & QUE ANH,11210 BELLAIRE BLVD STE 133,77072,Restaurant - Full Service,VIETNAMESE,3,MEDIUM
5751257,60296,2/25/19 0:00,678D8A1F-5056-A20B-FAB17A71A24BE78D,RUCHIS TAQUERIA #6,6969 GULF  FWY STE 270,77087,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5702444,BBD27CE7-0E95-DA85-0180F15A8ABBFA3D,1/22/19 0:00,8C8117F3-5056-A20B-FAD42848C47AEC34,REAL DEAL,7104 LOCKWOOD,77016,Restaurant - Full Service,SEAFOOD,5,HIGH
5702470,C69D4997-0CEE-3C14-2C7959A143290F0A,1/22/19 0:00,8DD16AA3-5056-A20B-FA7A65822D36B3E1,TORTILLERIA  & TAQUERIA  LA REYNA,6275 BISSONNET ST,77081,Restaurant - Full Service,MEXICAN / HISPANIC,8,HIGH
5702503,D0FF38E1-3048-983B-268497B0C94F2381,1/22/19 0:00,900B74AD-5056-A20B-FA85651381B9422A,NAM GIAO BAKERY AND RESTAURANT,6938 WILCREST STE C,77072,Restaurant - Full Service,VIETNAMESE,6,HIGH
5702524,D07DEE2C-C417-120F-FE0EEF469F218E3D,1/22/19 0:00,91A5BF1A-5056-A20B-FA1CF41CCEF64E94,HUNAN PLUS RESTAURANT,9124 BELLAIRE,77036,Restaurant - Full Service,CHINESE,4,MEDIUM
5702537,FE43A59A-ED79-A400-65E923577CCCF2F6,1/22/19 0:00,92579B11-5056-A20B-FA53F2E00240D9B3,SZECHUAN HOUSE,9252 BELLAIRE STE C,77036,Restaurant - Full Service,,0,HIGH
5702559,77D8B808-0C1A-2BA8-F8661CF4650A2492,1/22/19 0:00,9422854E-5056-A20B-FA07BD2C395F2529,BAYOU CITY EVENT CENTER,9400 ALMEDA RD,77054,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5702663,BC5BDE29-A211-50D3-B4B25E2C777CD5BF,1/23/19 0:00,BDF3FBD3-5056-A20B-FA55DDE0E4FB95C0,THAI HOUSE,1531 ELDRIDGE PKWY STE 100,77077,Restaurant - Full Service,THAI,7,HIGH
5701097,9362DC96-E721-9B04-D814A13AB6C2E255,1/10/19 0:00,2421C114-5056-A20B-FAAB4DD4A9CAD5EE,MF SUSHI HOUSTON,5887 WESTHEIMER RD STE K,77057,Restaurant - Full Service,SUSHI,8,HIGH
5701125,CB4596F0-3048-98E5-1A8DCC1583D8CD34,1/10/19 0:00,2623CAD7-5056-A20B-FAB0BA975C1E71BE,PHO HAI VAN RESTAURANT,12730 SCARSDALE,77089-6200,Restaurant - Full Service,VIETNAMESE,6,HIGH
5701141,EB26AFB6-9AB2-B32C-C1B5B79DA0923E4C,1/9/19 0:00,273ED36B-5056-A20B-FAB1793DA7B7DEBF,SHELL TECHNOLOGY CENTER HOUSTON,3333 S HWY 6 STE SR-114,77082,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5701164,E2CD7B94-9F4D-7EF0-7E2893FD91C84D40,1/11/19 0:00,56C9B659-5056-A20B-FA5FCE366E3B2CED,SAN MARCOS TAQUERIA & REFRESQUERIA,3216 BROADWAY STE A,77017,Restaurant - Single Service,,0,MEDIUM
5701224,8BE25E89-A302-898E-66A4E053C524BAE2,1/13/19 0:00,B4F0CB05-5056-A20B-FA331BE381979C59,LA CASA DE FRIDA MEXICAN RESTAURANT,3452 ELLA BLVD,77018,Restaurant - Full Service,MEXICAN / HISPANIC,4,MEDIUM
5701228,73ABFBDF-9795-EF7D-3F70D45D21923083,1/13/19 0:00,B56ED58D-5056-A20B-FA06B170936370EB,VARIEDADES PASAQUINA,14202 S POST OAK RD,77045,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5701264,5627,1/13/19 0:00,BB47A01F-5056-A20B-FAD3C05C2D0FD76B,SUBWAY SANDWICHES,1086 FEDERAL  RD,77015,Restaurant - Single Service,DELI,7,MEDIUM
5702893,B508AF87-A9EF-1CA9-954723CE33A0F2FB,1/24/19 0:00,F9506F30-5056-A20B-FA5A278C51FB6A23,KIM CHAU RESTAURANT,6806 LONG POINT DR STE I,77055,Restaurant - Full Service,VIETNAMESE,6,HIGH
5703059,989,1/27/19 0:00,9272C76B-5056-A20B-FA55BDCA7D1AA188,RAJA QUALITY SWEETS,5667 HILLCROFT,77036,Restaurant - Single Service,,0,MEDIUM
5703064,79D4E62F-F9A6-E897-4FDDDCCD0989EE8A,1/27/19 0:00,92BD9C6F-5056-A20B-FAECEEE237EE04AF,PIZZA HUT # 027186,17254 TOMBALL PARKWAY,77064,Restaurant - Single Service,PIZZA,3,MEDIUM
5703069,63400,1/27/19 0:00,935E6563-5056-A20B-FA5EDB8365469E64,SHANGHAI RESTAURANT,9116 BELLAIRE BLVD,77036,Restaurant - Full Service,CHINESE,6,HIGH
5703076,686FD469-90DF-19BF-DA5FC7C9CB5060A5,1/27/19 0:00,94536509-5056-A20B-FA6AE220D67F46FB,WOLFIE'S RESTAURANT AND BAR,467 BAY AREA BLVD,77058,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5703086,F19CE44E-A5C3-CEF7-A201998D0659F52D,1/27/19 0:00,9A462948-5056-A20B-FA7F1A735BE25514,VOODOO QUEEN,322 MILBY,77003,Restaurant - Full Service,,3,MEDIUM
5699895,8445,1/3/19 0:00,C139A7CE-5056-A20B-FA60001A21A0A522,PHO BINH TRAILER,10928 BEAMER RD,77089,Restaurant - Full Service,VIETNAMESE,7,HIGH
5700030,D618B441-9801-968F-B80C012344038A3A,1/6/19 0:00,54912701-5056-A20B-FA3DA0CB1A0CE53A,WISE GUYS PIZZA,1444 KINGWOOD DR STE B,77339,Restaurant - Single Service,PIZZA,4,MEDIUM
5700092,FCCA559B-E6D7-1C6C-71891CECE0469E18,1/6/19 0:00,5A76266F-5056-A20B-FA46BC2A7F8A70C6,BLACK HOLE COFFEE HOUSE,4504 GRAUSTARK ST,77006,Restaurant - Single Service,"BEVERAGES, ETC.",2,LOW
5700111,947,1/6/19 0:00,603FC3FB-5056-A20B-FAEDFE87432031C4,IMMACULATE CONCEPCION CHURCH,7250 HARRISBURG,77011,Restaurant - Single Service,,0,LOW
5700152,8F9B3037-0FCA-D2EC-4E14C401ACB5B183,1/7/19 0:00,7F7B1CB0-5056-A20B-FA7F78D24930D6D3,PEPPERCINI DELI & GRILL,11740 KATY FWY STE 100,77079,Restaurant - Single Service,DELI,5,HIGH
5701297,BD74C854-5056-A20B-FA8464DFDE03D8C6,1/13/19 0:00,BD8E2031-5056-A20B-FAEE19232C2947EA,THAI MAX,500 BAYBROOK MALL STE 9,77546,Restaurant - Single Service,THAI,4,MEDIUM
5701329,79DD81DE-D56C-D2FB-85BF8038A26CB3ED,1/13/19 0:00,BF87D3C9-5056-A20B-FAA5C80B470AD8E5,PIZZA HUT # 27171,2323 CLEAR LAKE CITY BLVD,77062,Restaurant - Single Service,PIZZA,0,MEDIUM
5701361,63209,1/13/19 0:00,C18426F5-5056-A20B-FA730F41DEE90801,BAKER STREET PUB & GRILL,17278 TOMBALL  PKWY,77064,Restaurant - Full Service,BAR & GRILL,5,HIGH
5701455,58F41AFC-B115-D799-C1B1CB1C6D6B8F23,1/14/19 0:00,E9E60F62-5056-A20B-FA3B61E9D64F8806,GLAZED DONUT CAFE,1333 OLD SPANISH TRL STE E,77054,Restaurant - Single Service,LOCAL / CONTINENTAL,5,MEDIUM
5701502,74461,1/14/19 0:00,F09D471E-5056-A20B-FAC1F4162EEB4F1E,THE TEA CUP CAFE,8300 W SAM HOUSTON PKWY S STE 126,77072,Restaurant - Single Service,"BEVERAGES, ETC.",5,HIGH
5751425,70376,2/26/19 0:00,971006E6-5056-A20B-FAA3FB6841EA49AB,STARBUCKS COFFEE #8100,6001 HILLCROFT,77074,Restaurant - Single Service,,3,MEDIUM
5751505,7F66AC75-B07F-23E3-A4E323F07B2222C2,2/26/19 0:00,9C54E807-5056-A20B-FAA9C9FA9521BBEA,VICTORY CAFE,9651 BISSONNET STE 101,77036,Restaurant - Full Service,,0,MEDIUM
5751535,7158,2/26/19 0:00,9E724867-5056-A20B-FADF4BEA9A869C6E,TREEBEARDS,315 TRAVIS,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,6,HIGH
5700203,E991BAE9-E079-E505-F52AA8A27F5E386C,1/7/19 0:00,84637B0F-5056-A20B-FA5567A64AC6AA89,TEKILA MEXICAN GRILL,2920 TIDWELL RD,77093,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5700225,C30525D5-AAFE-A6D7-CC93C14B973B85C8,1/7/19 0:00,85FE1FE0-5056-A20B-FA231FECDC6DFA1E,CHUY'S WESTHEIMER,2706 WESTHEIMER,77098,Restaurant - Full Service,MEXICAN / HISPANIC,9,HIGH
5700231,8622055C-5056-A20B-FA6F2E2A7CD94B16,1/7/19 0:00,863BAF4A-5056-A20B-FABF3D821271414C,SAIGON QUAN,11201 BELLAIRE BLVD STE A3,77072,Restaurant - Full Service,VIETNAMESE,0,LOW
5700269,67274,1/7/19 0:00,8A2713A2-5056-A20B-FA428B13CB674E80,YOU N I NEIGHBOR FOOD STORE,490 MAXEY RD,77013,Restaurant - Single Service,,2,LOW
5700283,74119,1/7/19 0:00,8AF898F7-5056-A20B-FA2765D7B38B01D7,REGGAE HUT,4814 ALMEDA,77004,Restaurant - Full Service,CAJUN,7,HIGH
